Date,Customer ID,Product ID,Quantity
2014-02-03,849,99,9
2014-02-03,1073,461,8
2014-02-03,1029,189,1
2014-02-03,880,377,13
2014-02-03,822,351,14
2014-02-04,1103,419,6
2014-02-04,916,317,10
2014-02-04,824,99,11
2014-02-04,1092,128,4
2014-02-04,918,454,9
2014-02-04,843,313,1
2014-02-04,845,260,4
2014-02-05,1018,326,1
2014-02-05,832,356,12
2014-02-05,896,170,14
2014-02-05,837,148,7
2014-02-05,843,436,1
2014-02-05,1089,300,12
2014-02-05,823,407,11
2014-02-05,927,318,1
2014-02-05,1018,415,2
2014-02-05,1019,173,5
2014-02-05,954,319,8
2014-02-05,914,425,14
2014-02-06,1023,206,1
2014-02-06,992,429,10
2014-02-06,905,303,10
2014-02-06,1175,262,10
2014-02-06,939,412,7
2014-02-06,1060,309,1
2014-02-06,1066,372,2
2014-02-06,986,123,6
2014-02-06,1030,111,7
2014-02-06,1477,376,5
2014-02-06,1477,461,1
2014-02-07,955,474,12
2014-02-07,807,302,13
2014-02-07,815,150,5
2014-02-07,907,290,9
2014-02-07,934,174,1
2014-02-07,1084,401,3
2014-02-07,984,120,6
2014-02-07,804,330,14
2014-02-07,1005,112,7
2014-02-08,824,163,11
2014-02-08,1124,282,13
2014-02-08,810,347,10
2014-02-08,872,329,2
2014-02-09,1152,253,13
2014-02-09,956,141,2
2014-02-09,950,188,2
2014-02-09,1098,158,10
2014-02-09,802,334,2
2014-02-09,822,488,13
2014-02-10,994,153,14
2014-02-10,1013,208,6
2014-02-10,927,344,8
2014-02-10,1115,488,14
2014-02-10,964,258,9
2014-02-10,963,394,7
2014-02-11,1010,309,8
2014-02-11,1155,294,3
2014-02-11,957,123,10
2014-02-11,860,132,3
2014-02-12,866,137,5
2014-02-12,1118,414,9
2014-02-12,1138,133,2
2014-02-12,1159,425,5
2014-02-12,1036,123,10
2014-02-12,851,405,5
2014-02-12,960,458,4
2014-02-12,904,295,5
2014-02-12,1176,292,7
2014-02-12,1092,485,14
2014-02-12,1136,483,4
2014-02-12,1082,203,6
2014-02-12,864,131,14
2014-02-12,1025,471,2
2014-02-13,1188,309,7
2014-02-13,1101,404,2
2014-02-13,804,210,5
2014-02-13,1185,262,3
2014-02-13,1130,319,1
2014-02-13,1150,215,4
2014-02-14,903,447,11
2014-02-14,957,97,4
2014-02-14,1066,139,4
2014-02-14,970,456,5
2014-02-14,1166,407,3
2014-02-14,900,148,4
2014-02-14,1094,288,11
2014-02-14,1141,218,3
2014-02-14,1038,113,3
2014-02-15,834,276,5
2014-02-15,1128,373,6
2014-02-15,809,205,2
2014-02-15,1063,151,2
2014-02-15,1032,412,7
2014-02-15,1169,338,11
2014-02-15,984,279,7
2014-02-15,914,414,3
2014-02-16,995,462,5
2014-02-16,910,440,10
2014-02-16,818,177,3
2014-02-16,845,329,1
2014-02-16,924,278,6
2014-02-16,1054,166,7
2014-02-16,1118,226,9
2014-02-17,921,304,4
2014-02-17,875,488,4
2014-02-17,1183,411,7
2014-02-17,1112,233,4
2014-02-17,1053,304,5
2014-02-17,1079,388,8
2014-02-17,946,493,1
2014-02-17,978,287,5
2014-02-17,982,443,2
2014-02-17,810,362,9
2014-02-17,939,166,13
2014-02-17,938,131,9
2014-02-17,890,474,9
2014-02-18,1059,272,4
2014-02-18,915,214,10
2014-02-18,859,278,1
2014-02-18,795,118,1
2014-02-18,971,311,12
2014-02-18,941,152,12
2014-02-18,1157,450,6
2014-02-18,867,160,2
2014-02-19,1157,474,1
2014-02-19,1050,392,2
2014-02-19,1049,444,3
2014-02-19,890,127,9
2014-02-19,918,472,6
2014-02-19,1172,270,12
2014-02-19,795,195,8
2014-02-19,941,206,10
2014-02-19,1074,433,9
2014-02-20,1045,313,6
2014-02-20,989,226,1
2014-02-20,1082,192,4
2014-02-20,1151,468,7
2014-02-20,998,294,13
2014-02-20,1111,267,3
2014-02-20,933,442,5
2014-02-20,1187,107,9
2014-02-20,912,412,1
2014-02-20,1015,129,3
2014-02-21,1136,490,4
2014-02-21,1025,138,7
2014-02-21,837,200,7
2014-02-21,964,288,4
2014-02-21,905,336,5
2014-02-21,1040,137,10
2014-02-21,835,194,11
2014-02-21,1076,117,5
2014-02-21,824,398,1
2014-02-21,829,481,12
2014-02-22,940,149,6
2014-02-22,825,484,13
2014-02-22,863,224,13
2014-02-22,1013,125,1
2014-02-22,994,375,5
2014-02-22,849,125,7
2014-02-23,884,145,6
2014-02-23,1049,171,4
2014-02-23,956,133,14
2014-02-24,1018,314,10
2014-02-24,848,150,9
2014-02-24,970,286,9
2014-02-24,1048,157,10
2014-02-24,977,222,4
2014-02-24,966,161,4
2014-02-24,924,378,2
2014-02-25,1040,309,7
2014-02-25,1126,441,8
2014-02-25,1021,493,7
2014-02-25,813,449,9
2014-02-25,1174,164,11
2014-02-26,808,455,1
2014-02-26,1006,356,2
2014-02-26,821,95,10
2014-02-26,1084,453,1
2014-02-26,884,493,1
2014-02-26,870,206,13
2014-02-26,1150,251,2
2014-02-27,1102,207,13
2014-02-27,813,469,4
2014-02-27,999,485,11
2014-02-27,1086,141,7
2014-02-27,1132,301,13
2014-02-27,942,322,3
2014-02-27,1011,339,3
2014-02-27,1114,385,6
2014-02-27,986,256,4
2014-02-28,871,256,6
2014-02-28,1162,134,6
2014-02-28,1178,347,14
2014-02-28,1035,284,5
2014-03-01,1108,260,6
2014-03-01,929,102,10
2014-03-01,840,484,13
2014-03-01,877,212,11
2014-03-01,1152,210,3
2014-03-01,894,235,4
2014-03-01,922,139,5
2014-03-01,1158,119,7
2014-03-01,913,272,11
2014-03-01,1336,462,3
2014-03-02,1114,335,13
2014-03-02,1102,471,4
2014-03-02,999,377,3
2014-03-02,1053,360,12
2014-03-02,953,420,10
2014-03-02,1174,232,12
2014-03-02,1188,456,3
2014-03-02,1352,219,3
2014-03-03,1005,294,6
2014-03-03,1181,97,14
2014-03-03,1116,102,14
2014-03-03,1136,229,8
2014-03-03,1029,259,14
2014-03-03,1149,495,1
2014-03-04,972,411,5
2014-03-04,1150,95,4
2014-03-04,813,214,13
2014-03-04,1130,324,13
2014-03-04,1082,295,12
2014-03-04,1156,384,14
2014-03-04,910,449,3
2014-03-04,832,349,5
2014-03-04,1117,150,14
2014-03-04,1132,142,12
2014-03-04,1009,446,12
2014-03-04,906,419,11
2014-03-04,809,189,12
2014-03-05,1139,239,1
2014-03-05,1025,392,4
2014-03-05,1165,165,8
2014-03-05,805,440,7
2014-03-05,852,364,13
2014-03-05,1037,151,3
2014-03-06,851,253,2
2014-03-06,858,438,8
2014-03-06,821,395,10
2014-03-06,1114,175,4
2014-03-06,885,339,12
2014-03-06,1044,276,9
2014-03-06,1179,152,3
2014-03-06,807,217,9
2014-03-07,1155,286,9
2014-03-07,1037,241,14
2014-03-07,971,346,11
2014-03-07,1076,210,3
2014-03-07,1124,194,6
2014-03-07,1187,218,2
2014-03-08,1104,180,11
2014-03-08,1083,330,8
2014-03-08,851,437,13
2014-03-09,876,363,1
2014-03-09,882,396,3
2014-03-09,1177,459,6
2014-03-09,939,318,6
2014-03-09,934,407,6
2014-03-09,1151,400,8
2014-03-09,847,219,6
2014-03-09,1157,204,4
2014-03-09,1145,262,1
2014-03-09,1014,206,4
2014-03-10,1035,222,4
2014-03-10,1175,473,2
2014-03-10,1133,239,10
2014-03-10,829,251,11
2014-03-10,833,208,14
2014-03-10,1094,195,6
2014-03-10,1180,166,10
2014-03-10,#N/A,414,4
2014-03-11,1083,414,11
2014-03-11,1008,248,11
2014-03-11,973,422,10
2014-03-11,961,482,1
2014-03-11,897,362,4
2014-03-11,1140,197,3
2014-03-11,1145,321,6
2014-03-11,858,154,11
2014-03-11,1185,467,10
2014-03-11,829,268,8
2014-03-11,1116,339,14
2014-03-11,916,110,1
2014-03-11,1053,350,3
2014-03-11,1053,112,2
2014-03-12,1088,240,1
2014-03-12,1187,219,9
2014-03-12,948,452,5
2014-03-12,1091,364,4
2014-03-12,1088,178,12
2014-03-12,1063,267,10
2014-03-12,940,238,5
2014-03-12,1166,160,11
2014-03-12,929,449,12
2014-03-12,1190,382,13
2014-03-13,981,393,6
2014-03-13,1111,#N/A,2
2014-03-13,1057,417,6
2014-03-13,865,319,1
2014-03-13,1132,137,12
2014-03-14,873,218,6
2014-03-14,879,211,2
2014-03-14,942,337,14
2014-03-14,1074,105,4
2014-03-14,887,376,8
2014-03-14,886,399,5
2014-03-14,1159,238,12
2014-03-14,894,304,2
2014-03-15,1130,249,5
2014-03-15,998,475,9
2014-03-15,949,95,3
2014-03-15,1091,441,7
2014-03-15,1178,280,2
2014-03-15,1054,195,4
2014-03-16,1032,470,8
2014-03-16,952,377,7
2014-03-16,1102,99,9
2014-03-16,1080,371,2
2014-03-16,1142,393,6
2014-03-16,857,109,2
2014-03-16,1161,477,9
2014-03-16,1087,128,11
2014-03-16,953,409,5
2014-03-16,1142,413,2
2014-03-17,994,357,2
2014-03-17,1191,241,11
2014-03-17,1177,164,12
2014-03-17,867,384,11
2014-03-17,861,171,1
2014-03-17,854,328,8
2014-03-17,918,275,7
2014-03-17,827,441,2
2014-03-17,1070,210,1
2014-03-17,860,413,1
2014-03-18,906,368,6
2014-03-18,1057,227,2
2014-03-18,850,309,12
2014-03-18,1095,164,11
2014-03-18,1028,279,4
2014-03-18,1153,283,6
2014-03-18,1153,304,4
2014-03-18,938,272,4
2014-03-19,850,156,11
2014-03-19,1121,321,8
2014-03-19,955,394,3
2014-03-19,1003,111,11
2014-03-19,835,359,5
2014-03-19,874,494,3
2014-03-19,874,177,2
2014-03-20,1113,152,2
2014-03-20,820,296,10
2014-03-20,1053,114,1
2014-03-20,1013,395,5
2014-03-20,886,175,5
2014-03-20,900,224,1
2014-03-20,1080,231,11
2014-03-20,1167,340,11
2014-03-20,1091,380,3
2014-03-21,936,230,8
2014-03-21,920,342,5
2014-03-21,995,337,14
2014-03-21,920,158,10
2014-03-21,1145,356,1
2014-03-21,945,303,11
2014-03-21,1007,490,10
2014-03-21,823,244,7
2014-03-21,1109,242,9
2014-03-21,808,421,5
2014-03-21,978,323,7
2014-03-21,1507,346,7
2014-03-22,911,349,11
2014-03-22,832,375,10
2014-03-22,825,144,5
2014-03-22,1150,261,6
2014-03-22,1047,194,10
2014-03-22,1042,323,7
2014-03-23,1012,440,1
2014-03-23,1128,274,2
2014-03-23,855,119,1
2014-03-23,1018,116,7
2014-03-23,904,473,1
2014-03-23,985,247,13
2014-03-23,1114,460,8
2014-03-23,800,304,2
2014-03-23,987,361,14
2014-03-23,808,454,6
2014-03-24,1039,241,1
2014-03-24,980,218,13
2014-03-24,1068,111,10
2014-03-24,900,360,2
2014-03-24,868,310,10
2014-03-24,805,297,13
2014-03-25,973,154,1
2014-03-25,1140,361,6
2014-03-25,932,391,13
2014-03-25,883,421,10
2014-03-25,973,327,6
2014-03-25,1082,177,13
2014-03-25,945,266,12
2014-03-25,1002,173,4
2014-03-26,890,416,10
2014-03-26,947,387,4
2014-03-26,922,481,5
2014-03-26,979,191,13
2014-03-26,1100,460,5
2014-03-26,819,162,3
2014-03-26,1017,477,2
2014-03-27,1058,106,11
2014-03-27,1066,322,8
2014-03-27,1062,470,5
2014-03-28,955,323,2
2014-03-28,991,232,14
2014-03-28,856,176,8
2014-03-28,981,456,3
2014-03-28,908,196,12
2014-03-28,1046,411,5
2014-03-28,1181,239,1
2014-03-28,1008,421,8
2014-03-28,827,185,9
2014-03-28,1097,256,2
2014-03-28,1181,449,3
2014-03-29,888,322,9
2014-03-29,805,297,9
2014-03-29,909,175,6
2014-03-29,867,189,3
2014-03-29,1165,161,8
2014-03-29,1140,481,13
2014-03-29,1107,458,3
2014-03-29,865,419,5
2014-03-30,1064,425,3
2014-03-30,1089,243,9
2014-03-30,1044,221,5
2014-03-30,1171,361,11
2014-03-30,825,386,7
2014-03-31,1004,378,13
2014-03-31,802,163,1
2014-03-31,892,311,6
2014-03-31,1145,341,9
2014-03-31,832,286,14
2014-03-31,1000,488,12
2014-03-31,972,392,14
2014-03-31,1087,324,9
2014-03-31,1024,368,5
2014-03-31,1081,162,13
2014-03-31,828,233,9
2014-03-31,1004,153,11
2014-03-31,1567,239,2
2014-04-01,899,395,13
2014-04-01,826,193,6
2014-04-01,1058,407,12
2014-04-01,862,143,5
2014-04-01,869,136,7
2014-04-01,1073,454,1
2014-04-01,918,298,1
2014-04-01,961,202,14
2014-04-01,1007,123,11
2014-04-02,918,418,5
2014-04-02,991,177,11
2014-04-02,1140,366,13
2014-04-02,1163,138,11
2014-04-02,941,270,8
2014-04-02,1108,198,1
2014-04-02,949,354,7
2014-04-03,1169,353,3
2014-04-03,890,482,11
2014-04-03,924,261,6
2014-04-03,913,176,11
2014-04-03,1266,129,3
2014-04-03,1266,113,2
2014-04-04,1068,336,13
2014-04-04,830,307,11
2014-04-04,1186,126,4
2014-04-04,1002,391,7
2014-04-04,1094,246,14
2014-04-04,870,215,10
2014-04-04,1259,182,2
2014-04-05,1067,450,4
2014-04-05,912,432,7
2014-04-05,809,412,6
2014-04-05,949,314,6
2014-04-05,1012,430,4
2014-04-05,963,169,6
2014-04-05,1141,376,1
2014-04-06,863,471,13
2014-04-06,1027,156,5
2014-04-06,901,267,11
2014-04-06,1034,279,4
2014-04-06,1121,381,6
2014-04-06,802,149,6
2014-04-06,1177,180,11
2014-04-06,998,129,12
2014-04-06,934,279,5
2014-04-06,866,228,9
2014-04-06,1067,216,3
2014-04-06,1007,229,2
2014-04-06,1124,199,2
2014-04-07,1034,101,7
2014-04-07,1016,465,2
2014-04-07,1075,113,12
2014-04-07,944,328,11
2014-04-07,879,341,13
2014-04-07,932,314,14
2014-04-07,1256,449,5
2014-04-07,1506,504,3
2014-04-08,975,238,11
2014-04-08,1170,318,3
2014-04-08,845,147,4
2014-04-09,855,463,14
2014-04-09,1054,259,4
2014-04-09,825,311,13
2014-04-09,891,345,3
2014-04-09,834,492,9
2014-04-09,1116,440,5
2014-04-09,1010,352,10
2014-04-10,877,275,6
2014-04-10,965,139,10
2014-04-10,1136,218,14
2014-04-10,1180,338,13
2014-04-10,1038,194,12
2014-04-10,1148,188,13
2014-04-10,1057,110,6
2014-04-10,1135,450,5
2014-04-10,1171,247,5
2014-04-11,870,240,2
2014-04-11,1191,347,3
2014-04-11,1111,242,8
2014-04-11,1030,473,13
2014-04-11,1118,165,10
2014-04-11,868,382,6
2014-04-11,905,146,7
2014-04-11,1006,387,6
2014-04-11,1049,197,6
2014-04-11,905,151,3
2014-04-11,1049,342,2
2014-04-12,807,393,14
2014-04-12,1079,173,7
2014-04-12,1094,214,9
2014-04-12,954,218,10
2014-04-12,1178,373,14
2014-04-12,1178,341,4
2014-04-13,1002,95,6
2014-04-13,1109,286,5
2014-04-13,795,281,12
2014-04-13,909,345,3
2014-04-13,819,345,12
2014-04-14,1038,239,10
2014-04-14,846,402,6
2014-04-14,817,313,9
2014-04-14,1079,385,13
2014-04-14,909,314,10
2014-04-14,1094,409,2
2014-04-15,1188,259,12
2014-04-15,999,402,6
2014-04-15,1169,463,12
2014-04-15,1187,456,14
2014-04-15,1020,334,11
2014-04-15,1096,123,7
2014-04-16,868,267,5
2014-04-16,964,249,7
2014-04-16,856,460,3
2014-04-16,1146,474,1
2014-04-17,1170,243,6
2014-04-17,1064,143,4
2014-04-17,1139,340,9
2014-04-17,1081,249,7
2014-04-17,909,257,11
2014-04-17,864,97,4
2014-04-17,928,416,7
2014-04-17,1189,314,11
2014-04-18,1168,165,8
2014-04-18,806,265,5
2014-04-18,893,255,11
2014-04-18,823,389,8
2014-04-18,1130,394,6
2014-04-18,1185,476,1
2014-04-18,1038,339,7
2014-04-18,1156,163,11
2014-04-18,840,169,4
2014-04-18,1303,287,4
2014-04-18,804,107,3
2014-04-19,1045,448,5
2014-04-19,1004,434,8
2014-04-19,1003,382,4
2014-04-19,1073,437,2
2014-04-19,1139,398,2
2014-04-19,1080,395,2
2014-04-19,971,368,9
2014-04-19,874,402,4
2014-04-20,982,493,11
2014-04-20,929,378,7
2014-04-20,1082,171,2
2014-04-20,861,493,13
2014-04-20,940,422,6
2014-04-20,1145,124,9
2014-04-20,963,138,4
2014-04-20,989,441,7
2014-04-20,834,419,6
2014-04-20,958,225,13
2014-04-20,1077,238,7
2014-04-20,1119,194,2
2014-04-20,1144,456,2
2014-04-21,844,424,10
2014-04-21,1141,476,8
2014-04-21,955,208,1
2014-04-21,1104,199,7
2014-04-22,1068,109,6
2014-04-22,935,282,3
2014-04-22,1087,382,4
2014-04-22,916,190,11
2014-04-22,943,395,4
2014-04-22,864,126,11
2014-04-22,987,427,7
2014-04-22,960,285,6
2014-04-22,1012,401,7
2014-04-22,1113,493,2
2014-04-22,914,425,5
2014-04-22,825,481,7
2014-04-22,974,293,3
2014-04-22,816,487,13
2014-04-23,909,446,2
2014-04-23,922,132,5
2014-04-23,1154,312,9
2014-04-23,920,409,2
2014-04-23,1020,354,10
2014-04-23,827,336,4
2014-04-24,938,259,6
2014-04-24,840,122,4
2014-04-24,900,180,7
2014-04-24,1102,131,7
2014-04-24,1113,289,11
2014-04-24,982,139,6
2014-04-24,937,196,3
2014-04-24,1041,405,9
2014-04-24,945,464,6
2014-04-24,1103,423,2
2014-04-24,994,280,3
2014-04-24,1139,218,5
2014-04-25,934,100,2
2014-04-25,926,176,1
2014-04-25,1126,242,1
2014-04-25,926,492,12
2014-04-25,809,385,7
2014-04-25,1098,119,4
2014-04-25,957,324,9
2014-04-25,826,250,4
2014-04-25,1058,123,3
2014-04-25,818,488,3
2014-04-26,950,348,3
2014-04-26,892,288,8
2014-04-26,1112,239,3
2014-04-26,1051,109,13
2014-04-27,862,449,8
2014-04-27,805,484,9
2014-04-27,825,114,8
2014-04-27,1013,478,6
2014-04-27,851,140,12
2014-04-27,878,129,10
2014-04-27,1112,250,7
2014-04-27,807,412,4
2014-04-27,839,387,3
2014-04-28,1034,358,14
2014-04-28,866,220,11
2014-04-28,955,258,11
2014-04-28,934,341,14
2014-04-28,838,281,8
2014-04-28,993,199,11
2014-04-28,945,141,7
2014-04-28,1150,431,7
2014-04-28,953,452,13
2014-04-28,881,229,3
2014-04-28,1025,365,5
2014-04-28,830,113,2
2014-04-29,1068,453,1
2014-04-29,941,188,13
2014-04-29,1059,342,12
2014-04-29,843,373,7
2014-04-29,1005,279,10
2014-04-29,967,115,12
2014-04-29,964,162,14
2014-04-29,817,299,13
2014-04-29,941,333,2
2014-04-30,1167,232,14
2014-04-30,801,178,10
2014-04-30,920,287,10
2014-04-30,1176,114,4
2014-04-30,1185,409,1
2014-04-30,#N/A,258,12
2014-04-30,1134,241,9
2014-04-30,1061,166,4
2014-04-30,1180,317,7
2014-04-30,829,407,2
2014-04-30,984,111,2
2014-04-30,944,188,2
2014-04-30,1070,367,8
2014-04-30,1151,171,3
2014-05-01,1126,132,5
2014-05-01,911,212,4
2014-05-01,904,391,14
2014-05-02,884,358,13
2014-05-02,834,316,3
2014-05-02,835,465,6
2014-05-02,1118,240,14
2014-05-02,1134,294,7
2014-05-02,919,463,10
2014-05-02,970,225,8
2014-05-02,865,178,8
2014-05-02,1571,253,2
2014-05-03,1003,129,10
2014-05-03,990,115,2
2014-05-03,952,220,11
2014-05-03,796,277,13
2014-05-04,1069,291,4
2014-05-04,1170,332,4
2014-05-04,1026,296,5
2014-05-04,1023,453,6
2014-05-04,930,345,13
2014-05-04,1072,311,3
2014-05-05,1181,208,13
2014-05-05,801,387,8
2014-05-05,861,187,7
2014-05-05,953,304,11
2014-05-05,1065,285,4
2014-05-06,905,190,5
2014-05-06,1055,203,8
2014-05-06,1151,434,1
2014-05-06,1165,185,11
2014-05-06,888,392,4
2014-05-06,817,376,14
2014-05-06,892,455,12
2014-05-06,884,435,4
2014-05-06,971,442,8
2014-05-07,809,160,13
2014-05-07,1088,318,3
2014-05-07,1011,#N/A,1
2014-05-07,1050,451,3
2014-05-07,960,97,8
2014-05-07,911,149,8
2014-05-08,963,405,3
2014-05-08,1143,244,5
2014-05-09,1046,184,3
2014-05-09,1155,470,1
2014-05-09,1110,393,4
2014-05-09,1037,154,8
2014-05-09,859,404,9
2014-05-09,1117,317,6
2014-05-09,877,420,2
2014-05-09,978,199,4
2014-05-09,978,97,3
2014-05-10,1010,455,6
2014-05-10,1150,153,1
2014-05-10,1073,177,6
2014-05-10,1114,316,14
2014-05-10,978,152,8
2014-05-10,1009,463,5
2014-05-10,796,265,9
2014-05-10,1025,470,5
2014-05-10,979,385,5
2014-05-11,1166,103,1
2014-05-11,948,406,4
2014-05-11,944,211,14
2014-05-11,1011,440,2
2014-05-11,1065,325,2
2014-05-11,846,416,4
2014-05-11,1038,384,4
2014-05-11,879,134,2
2014-05-11,1057,121,2
2014-05-11,879,425,1
2014-05-12,1184,166,8
2014-05-12,991,341,4
2014-05-12,925,182,11
2014-05-12,1091,350,4
2014-05-12,1114,436,8
2014-05-12,1091,392,3
2014-05-12,1118,201,2
2014-05-12,907,488,10
2014-05-13,877,436,2
2014-05-13,929,289,1
2014-05-13,1138,485,8
2014-05-13,1086,151,9
2014-05-13,839,245,5
2014-05-13,902,179,3
2014-05-14,#N/A,287,7
2014-05-14,794,355,8
2014-05-14,1173,448,7
2014-05-14,#N/A,340,7
2014-05-14,988,480,13
2014-05-14,881,169,12
2014-05-14,862,337,14
2014-05-14,933,185,14
2014-05-14,856,216,3
2014-05-14,912,308,3
2014-05-15,1166,111,8
2014-05-15,1133,319,1
2014-05-15,1094,379,10
2014-05-15,1170,226,13
2014-05-15,1071,207,2
2014-05-15,937,190,11
2014-05-15,1048,367,6
2014-05-15,937,387,12
2014-05-16,973,353,2
2014-05-16,1055,287,6
2014-05-16,#N/A,373,5
2014-05-16,803,411,11
2014-05-16,1429,159,3
2014-05-17,946,272,7
2014-05-17,958,329,3
2014-05-17,1180,315,10
